"","p","n","optRho","variable","FPR","MCE","TPR","Estimated_E","method"
"276",50,10000,0.0121,"V30",0.22151321786691,0.198367346938776,1,"E_3","loglikhood"
"277",50,10000,0.0121,"V31",0.235401459854015,0.210612244897959,1,"E_3","loglikhood"
"278",50,10000,0.0121,"V32",0.225626740947075,0.198367346938776,1,"E_3","loglikhood"
"279",50,10000,0.0121,"V33",0.252957233848954,0.226938775510204,1,"E_3","loglikhood"
"280",50,10000,0.0121,"V34",0.245677888989991,0.220408163265306,1,"E_3","loglikhood"
"281",50,10000,0.0121,"V35",0.257272727272727,0.231020408163265,1,"E_3","loglikhood"
"282",50,10000,0.0121,"V36",0.250445632798574,0.229387755102041,1,"E_3","loglikhood"
"283",50,10000,0.0121,"V37",0.240218380345769,0.215510204081633,1,"E_3","loglikhood"
"284",50,10000,0.0121,"V38",0.232,0.213061224489796,1,"E_3","loglikhood"
"285",50,10000,0.0121,"V39",0.230352303523035,0.208163265306122,1,"E_3","loglikhood"
"286",50,10000,0.0121,"V40",0.255415162454874,0.231020408163265,1,"E_3","loglikhood"
"287",50,10000,0.0121,"V41",0.255434782608696,0.230204081632653,1,"E_3","loglikhood"
"288",50,10000,0.0121,"V42",0.251595259799453,0.22530612244898,1,"E_3","loglikhood"
"289",50,10000,0.0121,"V43",0.254361799816345,0.226122448979592,1,"E_3","loglikhood"
"290",50,10000,0.0121,"V44",0.226785714285714,0.20734693877551,1,"E_3","loglikhood"
"291",50,10000,0.0121,"V45",0.268953068592058,0.243265306122449,1,"E_3","loglikhood"
"292",50,10000,0.0121,"V46",0.237659963436929,0.212244897959184,1,"E_3","loglikhood"
"293",50,10000,0.0121,"V47",0.240888888888889,0.221224489795918,1,"E_3","loglikhood"
"294",50,10000,0.0121,"V48",0.243989314336598,0.223673469387755,1,"E_3","loglikhood"
"295",50,10000,0.0121,"V49",0.232472324723247,0.205714285714286,1,"E_3","loglikhood"
"296",50,10000,0.0121,"V50",0.247956403269755,0.222857142857143,1,"E_3","loglikhood"
"297",50,10000,0.0121,"V51",0.222118959107807,0.195102040816327,1,"E_3","loglikhood"
"298",50,10000,0.0121,"V52",0.254237288135593,0.23265306122449,1,"E_3","loglikhood"
"299",50,10000,0.0121,"V53",0.242095754290876,0.218775510204082,1,"E_3","loglikhood"
"300",50,10000,0.0121,"V54",0.241252302025783,0.213877551020408,1,"E_3","loglikhood"
"301",100,1000,0.048,"V5",0.158484644698498,0.151717171717172,0.910020449897751,"E_3","loglikhood"
"302",100,1000,0.048,"V6",0.163385381307988,0.157777777777778,0.888888888888889,"E_3","loglikhood"
"303",100,1000,0.048,"V7",0.16250281341436,0.156363636363636,0.897435897435897,"E_3","loglikhood"
"304",100,1000,0.048,"V8",0.163841807909605,0.16,0.872380952380952,"E_3","loglikhood"
"305",100,1000,0.048,"V9",0.153448663221748,0.148484848484848,0.895791583166333,"E_3","loglikhood"
"306",100,1000,0.048,"V10",0.154904171364149,0.14989898989899,0.893203883495146,"E_3","loglikhood"
"307",100,1000,0.048,"V11",0.167039355992844,0.16040404040404,0.901673640167364,"E_3","loglikhood"
"308",100,1000,0.048,"V12",0.161954308979869,0.156565656565657,0.888468809073724,"E_3","loglikhood"
"309",100,1000,0.048,"V13",0.160485502360081,0.151919191919192,0.924151696606786,"E_3","loglikhood"
"310",100,1000,0.048,"V14",0.152975786377008,0.147676767676768,0.896421845574388,"E_3","loglikhood"
"311",100,1000,0.048,"V15",0.164279319606088,0.15979797979798,0.881742738589212,"E_3","loglikhood"
"312",100,1000,0.048,"V16",0.156788190561396,0.153535353535354,0.876826722338205,"E_3","loglikhood"
"313",100,1000,0.048,"V17",0.167224080267559,0.15979797979798,0.911827956989247,"E_3","loglikhood"
"314",100,1000,0.048,"V18",0.155253178674994,0.153939393939394,0.858672376873662,"E_3","loglikhood"
"315",100,1000,0.048,"V19",0.158084101641556,0.14989898989899,0.922465208747515,"E_3","loglikhood"
"316",100,1000,0.048,"V20",0.148040313549832,0.143232323232323,0.901030927835052,"E_3","loglikhood"
"317",100,1000,0.048,"V21",0.156770130454341,0.14989898989899,0.910714285714286,"E_3","loglikhood"
"318",100,1000,0.048,"V22",0.162460567823344,0.157777777777778,0.8828125,"E_3","loglikhood"
"319",100,1000,0.048,"V23",0.160125588697017,0.156161616161616,0.879837067209776,"E_3","loglikhood"
"320",100,1000,0.048,"V24",0.155296229802513,0.150505050505051,0.892712550607287,"E_3","loglikhood"
"321",100,1000,0.048,"V25",0.152285395763657,0.147474747474747,0.898924731182796,"E_3","loglikhood"
"322",100,1000,0.048,"V26",0.162320143884892,0.157373737373737,0.886454183266932,"E_3","loglikhood"
"323",100,1000,0.048,"V27",0.159731543624161,0.152323232323232,0.916666666666667,"E_3","loglikhood"
"324",100,1000,0.048,"V28",0.176109215017065,0.16989898989899,0.879279279279279,"E_3","loglikhood"
"325",100,1000,0.048,"V29",0.157290729072907,0.153535353535354,0.879446640316206,"E_3","loglikhood"
"326",100,1000,0.048,"V30",0.160922112802149,0.154545454545455,0.904564315352697,"E_3","loglikhood"
"327",100,1000,0.048,"V31",0.159811193526635,0.153535353535354,0.902195608782435,"E_3","loglikhood"
"328",100,1000,0.048,"V32",0.159351789331533,0.152323232323232,0.909270216962525,"E_3","loglikhood"
"329",100,1000,0.048,"V33",0.146801346801347,0.142424242424242,0.896969696969697,"E_3","loglikhood"
"330",100,1000,0.048,"V34",0.161137440758294,0.154545454545455,0.901734104046243,"E_3","loglikhood"
"331",100,1000,0.048,"V35",0.159420289855072,0.154545454545455,0.89247311827957,"E_3","loglikhood"
"332",100,1000,0.048,"V36",0.159192825112108,0.152323232323232,0.910204081632653,"E_3","loglikhood"
"333",100,1000,0.048,"V37",0.151508379888268,0.145656565656566,0.909473684210526,"E_3","loglikhood"
"334",100,1000,0.048,"V38",0.15765966949531,0.152525252525253,0.896186440677966,"E_3","loglikhood"
"335",100,1000,0.048,"V39",0.160315670800451,0.155151515151515,0.889320388349515,"E_3","loglikhood"
"336",100,1000,0.048,"V40",0.166060881417537,0.160808080808081,0.881386861313869,"E_3","loglikhood"
"337",100,1000,0.048,"V41",0.162816775061673,0.158989898989899,0.875763747454175,"E_3","loglikhood"
"338",100,1000,0.048,"V42",0.164902004956071,0.161010101010101,0.87279843444227,"E_3","loglikhood"
"339",100,1000,0.048,"V43",0.163673102828918,0.155959595959596,0.913306451612903,"E_3","loglikhood"
"340",100,1000,0.048,"V44",0.159270105879703,0.152727272727273,0.904109589041096,"E_3","loglikhood"
"341",100,1000,0.048,"V45",0.15264449899576,0.147474747474747,0.901918976545842,"E_3","loglikhood"
"342",100,1000,0.048,"V46",0.170074140642552,0.162828282828283,0.901803607214429,"E_3","loglikhood"
"343",100,1000,0.048,"V47",0.163096831771531,0.15959595959596,0.873931623931624,"E_3","loglikhood"
"344",100,1000,0.048,"V48",0.145613641462867,0.142020202020202,0.890466531440162,"E_3","loglikhood"
"345",100,1000,0.048,"V49",0.16092981671882,0.152727272727273,0.92436974789916,"E_3","loglikhood"
"346",100,1000,0.048,"V50",0.158509205208801,0.151919191919192,0.907258064516129,"E_3","loglikhood"
"347",100,1000,0.048,"V51",0.167374301675978,0.161010101010101,0.898947368421053,"E_3","loglikhood"
"348",100,1000,0.048,"V52",0.162143978470509,0.156767676767677,0.892057026476578,"E_3","loglikhood"
"349",100,1000,0.048,"V53",0.152212784979884,0.146464646464646,0.907563025210084,"E_3","loglikhood"
"350",100,1000,0.048,"V54",0.145348837209302,0.142828282828283,0.880753138075314,"E_3","loglikhood"
"351",100,10000,0.0129,"V5",0.228026905829596,0.205454545454545,1,"E_3","loglikhood"
"352",100,10000,0.0129,"V6",0.219073324336482,0.196767676767677,1,"E_3","loglikhood"
"353",100,10000,0.0129,"V7",0.223262032085562,0.202424242424242,1,"E_3","loglikhood"
"354",100,10000,0.0129,"V8",0.233615693267945,0.211717171717172,1,"E_3","loglikhood"
"355",100,10000,0.0129,"V9",0.222222222222222,0.19959595959596,1,"E_3","loglikhood"
"356",100,10000,0.0129,"V10",0.225784753363229,0.203434343434343,1,"E_3","loglikhood"
"357",100,10000,0.0129,"V11",0.23431151241535,0.20969696969697,1,"E_3","loglikhood"
"358",100,10000,0.0129,"V12",0.230786516853933,0.207474747474747,1,"E_3","loglikhood"
"359",100,10000,0.0129,"V13",0.233956316145012,0.20989898989899,1,"E_3","loglikhood"
"360",100,10000,0.0129,"V14",0.231529306085785,0.208282828282828,1,"E_3","loglikhood"
"361",100,10000,0.0129,"V15",0.236561578589249,0.210707070707071,1,"E_3","loglikhood"
"362",100,10000,0.0129,"V16",0.223298783235692,0.20020202020202,1,"E_3","loglikhood"
"363",100,10000,0.0129,"V17",0.22993931220499,0.206666666666667,1,"E_3","loglikhood"
"364",100,10000,0.0129,"V18",0.228975106526127,0.206262626262626,1,"E_3","loglikhood"
"365",100,10000,0.0129,"V19",0.236547085201794,0.213131313131313,1,"E_3","loglikhood"
"366",100,10000,0.0129,"V20",0.229236624132527,0.206868686868687,1,"E_3","loglikhood"
"367",100,10000,0.0129,"V21",0.237002025658339,0.212727272727273,1,"E_3","loglikhood"
"368",100,10000,0.0129,"V22",0.223793490460157,0.201414141414141,1,"E_3","loglikhood"
"369",100,10000,0.0129,"V23",0.225078935498421,0.201616161616162,1,"E_3","loglikhood"
"370",100,10000,0.0129,"V24",0.228661275831087,0.205656565656566,1,"E_3","loglikhood"
"371",100,10000,0.0129,"V25",0.221521837010356,0.198787878787879,1,"E_3","loglikhood"
"372",100,10000,0.0129,"V26",0.237621523852589,0.212323232323232,1,"E_3","loglikhood"
"373",100,10000,0.0129,"V27",0.238073807380738,0.213737373737374,1,"E_3","loglikhood"
"374",100,10000,0.0129,"V28",0.222397121655048,0.19979797979798,1,"E_3","loglikhood"
"375",100,10000,0.0129,"V29",0.218169612888789,0.196969696969697,1,"E_3","loglikhood"
"376",100,10000,0.0129,"V30",0.232552904097253,0.208686868686869,1,"E_3","loglikhood"
"377",100,10000,0.0129,"V31",0.216763005780347,0.196969696969697,1,"E_3","loglikhood"
"378",100,10000,0.0129,"V32",0.225667722951562,0.201414141414141,1,"E_3","loglikhood"
"379",100,10000,0.0129,"V33",0.225050234427328,0.203636363636364,1,"E_3","loglikhood"
"380",100,10000,0.0129,"V34",0.220013401831584,0.198989898989899,1,"E_3","loglikhood"
"381",100,10000,0.0129,"V35",0.228145470973571,0.204040404040404,1,"E_3","loglikhood"
"382",100,10000,0.0129,"V36",0.239946079532689,0.215757575757576,1,"E_3","loglikhood"
"383",100,10000,0.0129,"V37",0.230042725432876,0.206666666666667,1,"E_3","loglikhood"
"384",100,10000,0.0129,"V38",0.238256549232159,0.213131313131313,1,"E_3","loglikhood"
"385",100,10000,0.0129,"V39",0.233757535164099,0.211515151515152,1,"E_3","loglikhood"
"386",100,10000,0.0129,"V40",0.225645672859085,0.201212121212121,1,"E_3","loglikhood"
"387",100,10000,0.0129,"V41",0.232271095152603,0.209090909090909,1,"E_3","loglikhood"
"388",100,10000,0.0129,"V42",0.220483005366726,0.199191919191919,1,"E_3","loglikhood"
"389",100,10000,0.0129,"V43",0.225496762670239,0.204040404040404,1,"E_3","loglikhood"
"390",100,10000,0.0129,"V44",0.230648064806481,0.207070707070707,1,"E_3","loglikhood"
"391",100,10000,0.0129,"V45",0.231406810035842,0.208686868686869,1,"E_3","loglikhood"
"392",100,10000,0.0129,"V46",0.214829749103943,0.193737373737374,1,"E_3","loglikhood"
"393",100,10000,0.0129,"V47",0.223000451875282,0.199393939393939,1,"E_3","loglikhood"
"394",100,10000,0.0129,"V48",0.22632639355272,0.204242424242424,1,"E_3","loglikhood"
"395",100,10000,0.0129,"V49",0.226067415730337,0.203232323232323,1,"E_3","loglikhood"
"396",100,10000,0.0129,"V50",0.231149012567325,0.208080808080808,1,"E_3","loglikhood"
"397",100,10000,0.0129,"V51",0.233739837398374,0.209090909090909,1,"E_3","loglikhood"
"398",100,10000,0.0129,"V52",0.218785025778973,0.197171717171717,1,"E_3","loglikhood"
"399",100,10000,0.0129,"V53",0.234831460674157,0.211111111111111,1,"E_3","loglikhood"
"400",100,10000,0.0129,"V54",0.23489932885906,0.212121212121212,1,"E_3","loglikhood"
