"","rate","type"
"1",0.854368932038835,"TPR"
"2",0.92,"TPR"
"3",0.921052631578947,"TPR"
"4",0.847328244274809,"TPR"
"5",0.870689655172414,"TPR"
"6",0.908333333333333,"TPR"
"7",0.90990990990991,"TPR"
"8",0.901639344262295,"TPR"
"9",0.925619834710744,"TPR"
"10",0.884955752212389,"TPR"
"11",0.920792079207921,"TPR"
"12",0.898148148148148,"TPR"
"13",0.898648648648649,"TPR"
"14",0.857142857142857,"TPR"
"15",0.901408450704225,"TPR"
"16",0.892307692307692,"TPR"
"17",0.93984962406015,"TPR"
"18",0.952830188679245,"TPR"
"19",0.899082568807339,"TPR"
"20",0.859375,"TPR"
"21",0.878260869565217,"TPR"
"22",0.888888888888889,"TPR"
"23",0.873949579831933,"TPR"
"24",0.878787878787879,"TPR"
"25",0.885496183206107,"TPR"
"26",0.904411764705882,"TPR"
"27",0.838235294117647,"TPR"
"28",0.888888888888889,"TPR"
"29",0.903703703703704,"TPR"
"30",0.859649122807018,"TPR"
"31",0.857142857142857,"TPR"
"32",0.87719298245614,"TPR"
"33",0.897637795275591,"TPR"
"34",0.867768595041322,"TPR"
"35",0.904347826086957,"TPR"
"36",0.852173913043478,"TPR"
"37",0.895652173913044,"TPR"
"38",0.905511811023622,"TPR"
"39",0.854838709677419,"TPR"
"40",0.87037037037037,"TPR"
"41",0.869565217391304,"TPR"
"42",0.9,"TPR"
"43",0.894736842105263,"TPR"
"44",0.888888888888889,"TPR"
"45",0.870967741935484,"TPR"
"46",0.890909090909091,"TPR"
"47",0.877049180327869,"TPR"
"48",0.909090909090909,"TPR"
"49",0.885964912280702,"TPR"
"50",0.918032786885246,"TPR"
"51",0.153297682709447,"FPR"
"52",0.156363636363636,"FPR"
"53",0.156615661566157,"FPR"
"54",0.137111517367459,"FPR"
"55",0.174932371505861,"FPR"
"56",0.16289592760181,"FPR"
"57",0.170556552962298,"FPR"
"58",0.160471441523119,"FPR"
"59",0.154891304347826,"FPR"
"60",0.151079136690647,"FPR"
"61",0.144128113879004,"FPR"
"62",0.142345568487019,"FPR"
"63",0.166202414113278,"FPR"
"64",0.161172161172161,"FPR"
"65",0.147737765466297,"FPR"
"66",0.157990867579909,"FPR"
"67",0.162087912087912,"FPR"
"68",0.142091152815013,"FPR"
"69",0.14426523297491,"FPR"
"70",0.150410209662717,"FPR"
"71",0.151351351351351,"FPR"
"72",0.155595996360328,"FPR"
"73",0.133815551537071,"FPR"
"74",0.164684354986276,"FPR"
"75",0.162705667276051,"FPR"
"76",0.153351698806244,"FPR"
"77",0.140495867768595,"FPR"
"78",0.155963302752294,"FPR"
"79",0.162385321100917,"FPR"
"80",0.161116111611161,"FPR"
"81",0.151205936920223,"FPR"
"82",0.146714671467147,"FPR"
"83",0.157559198542805,"FPR"
"84",0.163949275362319,"FPR"
"85",0.13963963963964,"FPR"
"86",0.181081081081081,"FPR"
"87",0.137837837837838,"FPR"
"88",0.168488160291439,"FPR"
"89",0.147138964577657,"FPR"
"90",0.171888988361683,"FPR"
"91",0.163753449862006,"FPR"
"92",0.164055299539171,"FPR"
"93",0.152115211521152,"FPR"
"94",0.145648312611012,"FPR"
"95",0.150772025431426,"FPR"
"96",0.15067264573991,"FPR"
"97",0.155938349954669,"FPR"
"98",0.160109789569991,"FPR"
"99",0.153915391539154,"FPR"
"100",0.13871260199456,"FPR"
"101",0.15265306122449,"MCE"
"102",0.148571428571429,"MCE"
"103",0.149387755102041,"MCE"
"104",0.138775510204082,"MCE"
"105",0.170612244897959,"MCE"
"106",0.155918367346939,"MCE"
"107",0.163265306122449,"MCE"
"108",0.154285714285714,"MCE"
"109",0.146938775510204,"MCE"
"110",0.147755102040816,"MCE"
"111",0.138775510204082,"MCE"
"112",0.138775510204082,"MCE"
"113",0.158367346938776,"MCE"
"114",0.159183673469388,"MCE"
"115",0.142040816326531,"MCE"
"116",0.15265306122449,"MCE"
"117",0.151020408163265,"MCE"
"118",0.133877551020408,"MCE"
"119",0.140408163265306,"MCE"
"120",0.149387755102041,"MCE"
"121",0.148571428571429,"MCE"
"122",0.151020408163265,"MCE"
"123",0.133061224489796,"MCE"
"124",0.16,"MCE"
"125",0.157551020408163,"MCE"
"126",0.146938775510204,"MCE"
"127",0.142857142857143,"MCE"
"128",0.151020408163265,"MCE"
"129",0.155102040816327,"MCE"
"130",0.159183673469388,"MCE"
"131",0.150204081632653,"MCE"
"132",0.144489795918367,"MCE"
"133",0.151836734693878,"MCE"
"134",0.160816326530612,"MCE"
"135",0.135510204081633,"MCE"
"136",0.177959183673469,"MCE"
"137",0.13469387755102,"MCE"
"138",0.160816326530612,"MCE"
"139",0.146938775510204,"MCE"
"140",0.168163265306122,"MCE"
"141",0.16,"MCE"
"142",0.156734693877551,"MCE"
"143",0.147755102040816,"MCE"
"144",0.142857142857143,"MCE"
"145",0.148571428571429,"MCE"
"146",0.146938775510204,"MCE"
"147",0.15265306122449,"MCE"
"148",0.15265306122449,"MCE"
"149",0.150204081632653,"MCE"
"150",0.133061224489796,"MCE"
