"","rate","type"
"1",0.866666666666667,"TPR"
"2",0.866666666666667,"TPR"
"3",0.947368421052632,"TPR"
"4",0.928571428571429,"TPR"
"5",0.925925925925926,"TPR"
"6",0.888888888888889,"TPR"
"7",0.95,"TPR"
"8",0.80952380952381,"TPR"
"9",0.91304347826087,"TPR"
"10",1,"TPR"
"11",0.91304347826087,"TPR"
"12",1,"TPR"
"13",0.904761904761905,"TPR"
"14",0.941176470588235,"TPR"
"15",1,"TPR"
"16",0.866666666666667,"TPR"
"17",0.904761904761905,"TPR"
"18",0.944444444444444,"TPR"
"19",0.931034482758621,"TPR"
"20",0.88,"TPR"
"21",0.85,"TPR"
"22",1,"TPR"
"23",0.764705882352941,"TPR"
"24",0.846153846153846,"TPR"
"25",1,"TPR"
"26",0.9,"TPR"
"27",1,"TPR"
"28",0.9375,"TPR"
"29",0.894736842105263,"TPR"
"30",0.888888888888889,"TPR"
"31",0.818181818181818,"TPR"
"32",0.882352941176471,"TPR"
"33",1,"TPR"
"34",0.866666666666667,"TPR"
"35",0.904761904761905,"TPR"
"36",1,"TPR"
"37",1,"TPR"
"38",0.96,"TPR"
"39",0.9375,"TPR"
"40",0.923076923076923,"TPR"
"41",0.904761904761905,"TPR"
"42",0.954545454545455,"TPR"
"43",0.923076923076923,"TPR"
"44",0.884615384615385,"TPR"
"45",0.941176470588235,"TPR"
"46",1,"TPR"
"47",1,"TPR"
"48",0.888888888888889,"TPR"
"49",0.944444444444444,"TPR"
"50",0.941176470588235,"TPR"
"51",0.228571428571429,"FPR"
"52",0.205714285714286,"FPR"
"53",0.187134502923977,"FPR"
"54",0.227272727272727,"FPR"
"55",0.220858895705521,"FPR"
"56",0.196319018404908,"FPR"
"57",0.217647058823529,"FPR"
"58",0.201183431952663,"FPR"
"59",0.215568862275449,"FPR"
"60",0.1875,"FPR"
"61",0.221556886227545,"FPR"
"62",0.182857142857143,"FPR"
"63",0.183431952662722,"FPR"
"64",0.161849710982659,"FPR"
"65",0.171597633136095,"FPR"
"66",0.234285714285714,"FPR"
"67",0.14792899408284,"FPR"
"68",0.215116279069767,"FPR"
"69",0.161490683229814,"FPR"
"70",0.248484848484848,"FPR"
"71",0.211764705882353,"FPR"
"72",0.19047619047619,"FPR"
"73",0.190751445086705,"FPR"
"74",0.170731707317073,"FPR"
"75",0.218181818181818,"FPR"
"76",0.211111111111111,"FPR"
"77",0.228915662650602,"FPR"
"78",0.172413793103448,"FPR"
"79",0.210526315789474,"FPR"
"80",0.203488372093023,"FPR"
"81",0.166666666666667,"FPR"
"82",0.138728323699422,"FPR"
"83",0.210843373493976,"FPR"
"84",0.251428571428571,"FPR"
"85",0.195266272189349,"FPR"
"86",0.21264367816092,"FPR"
"87",0.269461077844311,"FPR"
"88",0.206060606060606,"FPR"
"89",0.149425287356322,"FPR"
"90",0.203389830508475,"FPR"
"91",0.153846153846154,"FPR"
"92",0.220238095238095,"FPR"
"93",0.201219512195122,"FPR"
"94",0.134146341463415,"FPR"
"95",0.184971098265896,"FPR"
"96",0.222222222222222,"FPR"
"97",0.177514792899408,"FPR"
"98",0.116279069767442,"FPR"
"99",0.191860465116279,"FPR"
"100",0.179190751445087,"FPR"
"101",0.221052631578947,"MCE"
"102",0.2,"MCE"
"103",0.173684210526316,"MCE"
"104",0.215789473684211,"MCE"
"105",0.2,"MCE"
"106",0.184210526315789,"MCE"
"107",0.2,"MCE"
"108",0.2,"MCE"
"109",0.2,"MCE"
"110",0.173684210526316,"MCE"
"111",0.205263157894737,"MCE"
"112",0.168421052631579,"MCE"
"113",0.173684210526316,"MCE"
"114",0.152631578947368,"MCE"
"115",0.152631578947368,"MCE"
"116",0.226315789473684,"MCE"
"117",0.142105263157895,"MCE"
"118",0.2,"MCE"
"119",0.147368421052632,"MCE"
"120",0.231578947368421,"MCE"
"121",0.205263157894737,"MCE"
"122",0.168421052631579,"MCE"
"123",0.194736842105263,"MCE"
"124",0.168421052631579,"MCE"
"125",0.189473684210526,"MCE"
"126",0.205263157894737,"MCE"
"127",0.2,"MCE"
"128",0.163157894736842,"MCE"
"129",0.2,"MCE"
"130",0.194736842105263,"MCE"
"131",0.168421052631579,"MCE"
"132",0.136842105263158,"MCE"
"133",0.184210526315789,"MCE"
"134",0.242105263157895,"MCE"
"135",0.184210526315789,"MCE"
"136",0.194736842105263,"MCE"
"137",0.236842105263158,"MCE"
"138",0.184210526315789,"MCE"
"139",0.142105263157895,"MCE"
"140",0.194736842105263,"MCE"
"141",0.147368421052632,"MCE"
"142",0.2,"MCE"
"143",0.184210526315789,"MCE"
"144",0.131578947368421,"MCE"
"145",0.173684210526316,"MCE"
"146",0.2,"MCE"
"147",0.157894736842105,"MCE"
"148",0.115789473684211,"MCE"
"149",0.178947368421053,"MCE"
"150",0.168421052631579,"MCE"
