"","TPR","FPR","MCE","method","Estimated_E","p","n"
"747",0.935483870967742,0,0.0105263157894737,"cv1se","E_1",20,10000
"748",0.761904761904762,0,0.0263157894736842,"cv1se","E_1",20,10000
"749",0.923076923076923,0,0.0105263157894737,"cv1se","E_1",20,10000
"750",0.941176470588235,0,0.00526315789473684,"cv1se","E_1",20,10000
"751",1,0.0842696629213483,0.0789473684210526,"rmse","E_2",20,10000
"752",1,0.1,0.0894736842105263,"rmse","E_2",20,10000
"753",1,0.0882352941176471,0.0789473684210526,"rmse","E_2",20,10000
"754",1,0.196531791907514,0.178947368421053,"rmse","E_2",20,10000
"755",1,0.11731843575419,0.110526315789474,"rmse","E_2",20,10000
"756",1,0.188235294117647,0.168421052631579,"rmse","E_2",20,10000
"757",1,0.146067415730337,0.136842105263158,"rmse","E_2",20,10000
"758",1,0.201219512195122,0.173684210526316,"rmse","E_2",20,10000
"759",1,0.0971428571428571,0.0894736842105263,"rmse","E_2",20,10000
"760",1,0.192982456140351,0.173684210526316,"rmse","E_2",20,10000
"761",1,0.176136363636364,0.163157894736842,"rmse","E_2",20,10000
"762",1,0.105263157894737,0.0947368421052632,"rmse","E_2",20,10000
"763",1,0.280701754385965,0.252631578947368,"rmse","E_2",20,10000
"764",1,0.116959064327485,0.105263157894737,"rmse","E_2",20,10000
"765",1,0.122699386503067,0.105263157894737,"rmse","E_2",20,10000
"766",1,0.14792899408284,0.131578947368421,"rmse","E_2",20,10000
"767",1,0.15028901734104,0.136842105263158,"rmse","E_2",20,10000
"768",1,0.0621468926553672,0.0578947368421053,"rmse","E_2",20,10000
"769",1,0.196531791907514,0.178947368421053,"rmse","E_2",20,10000
"770",1,0.101796407185629,0.0894736842105263,"rmse","E_2",20,10000
"771",1,0.231707317073171,0.2,"rmse","E_2",20,10000
"772",1,0.154285714285714,0.142105263157895,"rmse","E_2",20,10000
"773",1,0.294117647058824,0.263157894736842,"rmse","E_2",20,10000
"774",1,0.224242424242424,0.194736842105263,"rmse","E_2",20,10000
"775",1,0.0982658959537572,0.0894736842105263,"rmse","E_2",20,10000
"776",1,0.175438596491228,0.157894736842105,"rmse","E_2",20,10000
"777",1,0.197604790419162,0.173684210526316,"rmse","E_2",20,10000
"778",1,0.0705882352941176,0.0631578947368421,"rmse","E_2",20,10000
"779",1,0.0862068965517241,0.0789473684210526,"rmse","E_2",20,10000
"780",1,0.216867469879518,0.189473684210526,"rmse","E_2",20,10000
"781",1,0.168539325842697,0.157894736842105,"rmse","E_2",20,10000
"782",1,0.152941176470588,0.136842105263158,"rmse","E_2",20,10000
"783",1,0.136094674556213,0.121052631578947,"rmse","E_2",20,10000
"784",1,0.141176470588235,0.126315789473684,"rmse","E_2",20,10000
"785",1,0.0738636363636364,0.068421052631579,"rmse","E_2",20,10000
"786",1,0.137931034482759,0.126315789473684,"rmse","E_2",20,10000
"787",1,0.224852071005917,0.2,"rmse","E_2",20,10000
"788",1,0.164705882352941,0.147368421052632,"rmse","E_2",20,10000
"789",1,0.241176470588235,0.215789473684211,"rmse","E_2",20,10000
"790",1,0.168539325842697,0.157894736842105,"rmse","E_2",20,10000
"791",1,0.142857142857143,0.131578947368421,"rmse","E_2",20,10000
"792",1,0.0542168674698795,0.0473684210526316,"rmse","E_2",20,10000
"793",1,0.242603550295858,0.215789473684211,"rmse","E_2",20,10000
"794",1,0.294797687861272,0.268421052631579,"rmse","E_2",20,10000
"795",1,0.1,0.0894736842105263,"rmse","E_2",20,10000
"796",1,0.0578034682080925,0.0526315789473684,"rmse","E_2",20,10000
"797",1,0.257861635220126,0.215789473684211,"rmse","E_2",20,10000
"798",1,0.165680473372781,0.147368421052632,"rmse","E_2",20,10000
"799",1,0.268292682926829,0.231578947368421,"rmse","E_2",20,10000
"800",1,0.184971098265896,0.168421052631579,"rmse","E_2",20,10000
"801",1,0.123595505617978,0.115789473684211,"cv_min","E_2",20,10000
"802",1,0.176470588235294,0.157894736842105,"cv_min","E_2",20,10000
"803",1,0.188235294117647,0.168421052631579,"cv_min","E_2",20,10000
"804",1,0.283236994219653,0.257894736842105,"cv_min","E_2",20,10000
"805",1,0.11731843575419,0.110526315789474,"cv_min","E_2",20,10000
"806",1,0.229411764705882,0.205263157894737,"cv_min","E_2",20,10000
"807",1,0.196629213483146,0.184210526315789,"cv_min","E_2",20,10000
"808",1,0.201219512195122,0.173684210526316,"cv_min","E_2",20,10000
"809",1,0.205714285714286,0.189473684210526,"cv_min","E_2",20,10000
"810",1,0.216374269005848,0.194736842105263,"cv_min","E_2",20,10000
"811",1,0.221590909090909,0.205263157894737,"cv_min","E_2",20,10000
"812",1,0.181286549707602,0.163157894736842,"cv_min","E_2",20,10000
"813",1,0.274853801169591,0.247368421052632,"cv_min","E_2",20,10000
"814",1,0.280701754385965,0.252631578947368,"cv_min","E_2",20,10000
"815",1,0.171779141104294,0.147368421052632,"cv_min","E_2",20,10000
"816",1,0.177514792899408,0.157894736842105,"cv_min","E_2",20,10000
"817",1,0.173410404624277,0.157894736842105,"cv_min","E_2",20,10000
"818",1,0.15819209039548,0.147368421052632,"cv_min","E_2",20,10000
"819",1,0.271676300578035,0.247368421052632,"cv_min","E_2",20,10000
"820",1,0.203592814371257,0.178947368421053,"cv_min","E_2",20,10000
"821",1,0.347560975609756,0.3,"cv_min","E_2",20,10000
"822",1,0.205714285714286,0.189473684210526,"cv_min","E_2",20,10000
"823",1,0.223529411764706,0.2,"cv_min","E_2",20,10000
"824",1,0.333333333333333,0.289473684210526,"cv_min","E_2",20,10000
"825",1,0.184971098265896,0.168421052631579,"cv_min","E_2",20,10000
"826",1,0.228070175438596,0.205263157894737,"cv_min","E_2",20,10000
"827",1,0.25748502994012,0.226315789473684,"cv_min","E_2",20,10000
"828",1,0.176470588235294,0.157894736842105,"cv_min","E_2",20,10000
"829",1,0.160919540229885,0.147368421052632,"cv_min","E_2",20,10000
"830",1,0.265060240963855,0.231578947368421,"cv_min","E_2",20,10000
"831",1,0.230337078651685,0.215789473684211,"cv_min","E_2",20,10000
"832",1,0.264705882352941,0.236842105263158,"cv_min","E_2",20,10000
"833",1,0.189349112426035,0.168421052631579,"cv_min","E_2",20,10000
"834",1,0.141176470588235,0.126315789473684,"cv_min","E_2",20,10000
"835",1,0.147727272727273,0.136842105263158,"cv_min","E_2",20,10000
